content,label,at                       
Kenapa ya  aplikasinya keseringan update,-1,43932.41319
Bisa masuk tidak bisa keluar eror massage : #1.Mobile Jkn terhenti #2.Transaksi sedang diproses,-1,43932.41458
Katanya bisa konsul online  baru mau klik layanannya malah transaksi tidak tersedia  cobalah beberapa saat lagi.,-1,43932.41528
Ribet,-1,43932.41944
Oko oke,1,43932.42083
"Tiap mau ubah data peserta selalu ""Aplikasi telah berhenti"" memperlambat banget,, bukan mempermudah",-1,43932.42986
kalau nulis komentar selalu maaf atas ketidak nyamanan kenapa tidak berusaha perbaiki,-1,43932.43125
Sippppp,1,43932.43194
Ok,1,43932.43264
Nyesel gua download yakin,-1,43932.43542
Aplikasi yang tidak dapat di akses tolong perbaiki,-1,43932.43889
Playananya sangat baik,1,43932.43889
Kak gimana cara mengatasi transaksi tidak dapat di proses saat memasukkan nomor hp,-1,43932.44444
mantap  tingkatkan layanan yang mudah di fahami masyarakat banyak,1,43932.44514
Kenapa di aplikasi Tanggal lahir tidak sesuai dengan kartu ya. Padahal di kartu BPJS dan Kartu Keluarga sudah sesuai tapi pada saat akan login di apps tidak sesuai,-1,43932.44861
siip.keren.,1,43932.44931
Minta update terus tapi pas di buka aplikasinya bukannya lebih baik malah jam pasir terus. Bete jadinya.,-1,43932.45069
Daftar offline tidak bisa  di suruh daftar online kendala. Solusi pihak terkait dan berwenang bagaimana,-1,43932.45208
Fitur tambahan nya nya cuma hayalan,-1,43932.45347
Sangat membantu perubahan dtg online,1,43932.45417
Lambat prosesnya,-1,43932.45694
Minta update terus ,-1,43932.45764
Tetaplah memberikan update an yang terbaik.,1,43932.45764
Bagus,1,43932.46181
Bingung lyat komen orang..susah sulit dll tapi saya lancar2 aja edit data dan lain2 aman,1,43932.4625
Bulan April masih bisa diakses  sekarang tidak bisa diakses. Kemudian coba transaksi lewat chat bot dengan CHIKA  namun tidak bisa juga!?.,-1,43932.4625
Cerdas,1,43932.46597
Tolong pemerintah perbaiki aplikasi ini   loadingng lama parah   susah digunakan,-1,43932.46667
daftar udah sukses tapi kenapa pas login selalu muncul UNSERNAME atau password salah...tolong dong kasih penjelasan.,-1,43932.46806
Aplikasi BPJS sundalllllllll habisin waktu aja rumit tolol goblokkk aplikasi ini,-1,43932.47222
Good,1,43932.47222
Like,1,43932.47222
Bagus sekali,1,43932.47361
Mantaf,1,43932.47361
Aplikasi sering banget eror..pernah pas lagi butuh banget aplikasi malah tidak bisa dan harus coba terus terusan..maksimalkan lagi pelayanan aplikasinya,-1,43932.47431
Gak bisa unduh,-1,43932.47431
Update terus ,-1,43932.47431
Sebenarnya males buka aplikasi ini Krn tiap buka aplikasinya sllu suruh update ntah apa maksudnya...,-1,43932.47778
Aplikasi sampah gak responsif..fitur di tutuplah transaksi tidak bisalah..Sampahhhhhh,-1,43932.47847
Aplikasi apaan sih ini yang kalian sebut aplikasi unggulan yaa gimana mau nyaman aplikasi gampang eror  giliran ke kantor bpjs langsung disuruh download aplikasi ini jugaaa padahal aplikaainya burik banget cok,-1,43932.48056
Bagus,1,43932.48333
Thanks JKN Mobile... jugan pernah puas dalam berbuat kebaikan,1,43932.48542
Layanan publik ko hrs update terus,-1,43932.48681
Goood,1,43932.49097
Setelah update lihat kartu digital di aplikasi tidak bisa.. Di kartu biodtanya kosong semua,-1,43932.49097
Kok jadi Lemot gini aplikasi ny  ,-1,43932.49236
Tai lah. Pembaruan terus + lelet + gangguan mulu ajg Banyak orang yang mati gara2 aplikasi tolo ini cuk!!!!! Penanganannya lemah!!!!,-1,43932.49236
Sangat membantu,1,43932.49236
Bagus,1,43932.49444
Baru mau coba applikasi online jkn,1,43932.49722
Lemott parahh,-1,43932.5
masih banyak bug terlalu sering update tapi tidak memberi perubahan,-1,43932.50139
eror,-1,43932.50486
Payah,-1,43932.50903
Aplikasinya sangat lambat sekali padahal jaringan saya cukup baik. Sehingga aplikasinya serasa tidak berguna sama sekali. šŸ‘?šŸ‘?,-1,43932.50972
Ngak bisa masuk aplikasinya.,-1,43932.51389
Ini tiap bulan kenapa minta updateee???? Penuh penuhin memory hp saja,-1,43932.51528
Mantap tingkat kan lagi kualitas terbaik nya,1,43932.51597
Kalau tidak niat update tidak usah diupdate  semakin ribet server eror terus. Tidak usah sok-sokan kalau masih tidak mampu. Kembalikan ke versi lama saja agar tidak ruwet.,-1,43932.51875
(Tidak ada data keluarga yang belum didaftarkan  silahkan masukan NIK lainya) !! buset aplikasi tidak guna masa nik ktp gua dan istri gua susah kedaftar udah gitu buat kata nya susah difahamin kalian lulusan TK nomor kecil ha?,-1,43932.52014
brp kali qaih uodate dalam sebulan. tidak brkwalitas banget,-1,43932.52014
"Kenapa sekarang layanyan Mobile JKN jadi lemot gini ya šŸ˜? mau buka Aplikasi tapi Pemberitahuannga ""Transaksi tidak dapat di gunakan dan bla bla"" Sekarang mau cek nomer Peserta jadi susah dan liat nominal pembayaran atau yang lain jadi sulit. Kenapa sih kaya gini, sangat disayangkan sih ini ngeselin šŸ˜ šŸ˜ šŸ˜ ",-1,43932.52222
Kenapa setiap kali buka aplikasi nya harus update dulu ya  tiap kali buka,-1,43932.52431
Ini aplikasi apa sih? semua menu tidak ada yang bisa di gunakan. Di hapus qja deh mnding kalau tidak sanggup bikin aplikasi  membantu tidakk malah makin bikin ribet.,-1,43932.525
Kenapa tidak bisa di buka,-1,43932.525
Anggaran buat aplikasi ini berapa sih????? Tolong dong milik pemerintah harusnya dipermudah  pakai aplikasi aja nyusahin.,-1,43932.52569
Setelah update versi baru semakin tidak bisa dibuka. Transaksi tidak dapat diproses,-1,43932.52708
šŸ’©Loading terus waktu habis untuk loading šŸ¤”,-1,43932.52847
Ok,1,43932.52917
tiap buka aplikasi minta perbarui mele,-1,43932.52917
Sangat membantu dalam cek kepesertaan,1,43932.53056
Mempermudah sekaligus memberi harapan palsu akan pelayanan yang responsif dan cepat,1,43932.53264
G bisa di gunakan sm sekali  terus kl butuh gmn donk? Datang langsung k kantor BPJS katanya di tolak,-1,43932.53472
Setelah di update... Aplikasinya jadi lambat...... Bukannya tambah cepat proses loading nya... Mesti nunggu lama baru bisa liat menu yang kita inginkan... Tolong diperbaiki lagi...šŸ™¸šŸ¸»šŸ™¸šŸ¸»šŸ™¸šŸ¸» Terima Kasih....šŸ™¸šŸ¸»šŸ™¸šŸ¸»šŸ™¸šŸ¸»,-1,43932.53542
Gimana ini aplikasi mohon untuk di perbaiki lagi muter terus tidak bisa bisa update aja terus,-1,43932.54097
jeleek banngeet aplikasinya uda isi data bener malah gagal gagal terus kalau saranin aplikasi jangan mentah dong buang buang waktu aja,-1,43932.54514
Aplikasinya mengecewakan,-1,43932.54514
Sangat membantu,1,43932.54583
Sangat mebatu,1,43932.54653
Mantap,1,43932.55347
Ini aplikasi kenapa yaaa ?! Ko tiap udah close aplikasi  terus besok nya buka lagi aplikasi  minta di update terus ? Kalau tidak di update gabisa dibuka. šŸ˜‘,-1,43932.55625
sangat membantu sekali,1,43932.55903
10x buka 10x juga harus mengupdate   tidak ngerti dengan aplikasi nya,-1,43932.56042
Mantao,1,43932.56111
Ko tiap bulan mnt di up date aplikasi terus ? Tapi semakin di update Semakin lama buka aplikasi nya šŸ˜ŒšŸ˜Œ mhn diperbaiki ya šŸ˜Š,-1,43932.56181
Ok,1,43932.56319
Dipakai untuk cek Aktif/tidak nya Kartu BPJS    keterangan selalu Kartu TIDAK AKTIF      Di cek via WA BPJS status Kartu AKTIF      APLIKASI tidak JELAS    ,-1,43932.56736
Sangat terbantu. Tks,1,43932.56944
Update terus...,-1,43932.57083
Mantul,1,43932.57083
Seteleh applks di update  sellu minta di update lagi dan lagi tiap buka. Admin yang terhormat mohon perbaikan apliksi nya dong. HaturnuhunšŸ™¸,-1,43932.57153
Ok,1,43932.57361
Tiap buka aplikasi ini minta di-update  padahal isinya itu-itu saja,-1,43932.57361
Tidak perlu di update terus terusan. Intix tiap bulan kami bayar iuran.,-1,43932.575
Serring eror dan loading lama. Mohon di perbaiki,1,43932.58611
Useless,-1,43932.59028
Database mohon diperbaiki  saya sudah input data tanggal lahir sesuai di kartu tapi muncul notif tidak sesuai,-1,43932.59583
Bagus,1,43932.59583
Bagi saya pencegahan lebeh penting dngn cara menjaga imun kita melkukan senam berjrmur sering cuci tangan danpakai masker šŸ˜šŸ˜šŸ˜šŸ‘Œ,-1,43932.59861
Aplikasi sangat sangat dan sangat buruk  tidak bisa di pakai stlh di diperbaharui makin buruk buruk dan sangat buruk,-1,43932.60069
Kenapa terlalu sering update siih Harusnya membantu malah ngrepotin,-1,43932.60278
Baik sekali,1,43932.61111
top,1,43932.61458
"Ka ini sebelum update di buka loadingnya lama tidak kebuka"" Setelah diupdate pun masih begitu. Tolong segera di perbaiki ya",1,43932.61597
Mantap,1,43932.61944
"Meski sudah ada kisah digital, tetep yang di tanyakan kartu fisiknya, seolah"" Aplikasi jkn tidak berguna, padahal di posternya cukup dengan kisah digital,",-1,43932.62083
Hang app ny,-1,43932.62153
Saya daftar sudah masukan nik  pas mau lanjut ada pemberitahuan keluarga belum terdaftat. Apa maksud,-1,43932.62778
Aplikasi cuman ngabisin kuota..udah download tapi tidak bisa di pakai    sungguh mengecewakan,-1,43932.62917
Aplikasinya payah banget sekarang  loading mulu gara-gara skrining mandiri. Koneksi Internet sudah stabil tapi emang aplikasinya di negara rada tolol,-1,43932.63403
Bagus sekali,1,43932.63611
Aplikasi sampah semua data sudah benar aktivasi aja susahnya minta ampun,-1,43932.63681
Gak ada bintang minus ya? Mau saya kasik -100 bintang  masa sekelas bpjs aplikasi sekelas anak sma hadeeh,-1,43932.63819
tolong lah andanitu di bayar oleh sya  jngn mmpersulit kami  mau login aja susah mnta ampun  kalau mau jngn bikin aplikasi   šŸ‘?šŸ‘?šŸ‘?,-1,43932.63889
Solusi kesehatan kita,1,43932.64444
Baru update berapa hari yang lalu sekarang disuruh update lagi aja .. Padahal tidak ada yang di perbaharui,-1,43932.64514
Sering terjadi eror..,-1,43932.65
Saya tidak bisa masuk aplikasi.,-1,43932.65069
Tidak dapat di akses  perlu perbaikan  tidak mempermudah justru menyulitkan,-1,43932.66667
Aplikasi ini sangat membantu.. Mantap,1,43932.66736
Update mulu tidak bisa di buka,-1,43932.67083
ANEH NIIH APLIKASI kalau tidak DI UPDATE tidak MAU BUKA SUE BENER. baru KMREN UPDATE MALAH MINTA DI UPDATE LG..PAYAH.!!,-1,43932.67708
Semoga lebih baik lagi aplikasinya..,1,43932.67708
Kebanyakan update,-1,43932.67917
Sering pembaruan aplikasi tapi buat login aja susah di coba beberapa kali baru bisa masuk harus sabar eh setelah bisa masuk pun tekan pilihan yang ada susah juga harus di tambah lagi sabarnya.,-1,43932.68403
harusnya pebih mudah tapi juatru dipersulit  akses selualu ditutup dan dibuka kembali nanti  tidak jelas,-1,43932.68472
kek kon,-1,43932.68958
Tidak menampilkan peserta satu KK  update tidak guna  app banyak masalah,-1,43932.69236
Bagus dan sangat membantu,1,43932.69722
Sangat membantu,1,43932.70417
Bos.... ini gimana caranya saya mau ubah kepersertaan di mobile ribet banget k kantor pusat sama aja   ayolah bos perbaiki ini untuk kesehatan dan berobat sangat urgent,-1,43932.70764
Update muluuuuuuu !!!! BPJS pay nya gmn sii? Sebelum nya masih ada saldo  kenapa saldonya hilang setelah di-update! Saya isi lagi saldonya buat bayar bulan Nov  rekening sudah kepotong tapi saldo di BPJS tidak nambah  gmn si..!! Sistemnya nyusahin bgt!! Tolong lah tidak usah ada aplikasi kalau gitu! Bikin kecewa terus! Sampe sekarang jadi belum kebayar BPJS nya!!,-1,43932.70764
Terlalu banyak minta update,-1,43932.70972
Bagus,1,43932.72222
APLIKASI TAII šŸ‘?šŸ‘?šŸ‘?šŸ‘?,-1,43932.72292
Terus maju,1,43932.73681
Sangat mengecewakan ... update melulu,-1,43932.74236
Bgus,1,43932.7625
Sering eror,-1,43932.76806
Untuk daftar aja tidak bisa. BUMN ko kaya gini. App terparah. +62 bangget,-1,43932.77083
Gak bisa buka sama sekali. Malahan di bilang kita tidak pny jaringan internet. Oalahhh... semoga server nya bisa lbh baik lagi,-1,43932.77431
kenapa layanan belum bisa di gunakan aplikasi ini,1,43932.78264
Mau daftar . sudah mau masuk yang pilih bank nya tapi lemot . terus tak keluarin deh . kalau gitu udah terdaftar apa belum ya? kalau sudah ya gatau nomor kartunya,-1,43932.78681
Update terus  loading lama,-1,43932.78958
Mantap,1,43932.78958
gut,1,43932.79236
"Kenapa aplikasinya tidak berjalan?? Saya kira jaringan nya, ""ternyata aplikasinya beku, "" halo????? apakah aplikasi ini masih bisa digunakan??",-1,43932.80972
Bayar tidak usah repot langsung potong dari bank.,1,43932.82917
Jelek aplikasinya tiap buka harus diupdate payah,-1,43932.86458
Top deh pakai online jadi tidak usah antri,1,43932.86736
Pelayanan baik,1,43932.89792
Aplikasi tidak bisa di buka keterangan tgl lahir salah kaya mana lah gila Iki,-1,43932.90833
Heran bgd aplikasi ini selalu aja minta di update  kalau tidak di update tidak bisa di buka. tidak ky aplikasi lain  meski tidak di update tapi msh bisa buka. udah gitu setiap masukkan yang udah di komplen  tidak ada perbaikan,-1,43932.91458
Coba 1 dulu,-1,43932.92083
Siip ja giin,1,43932.92847
Sangat sangat membantu untuk berobat jika kartu ketinggalan bisa langsung tunjukin aja aplikasi ini.,1,43932.94236
Aplikasi jkn mobile sangat memuaskan,1,43932.94792
Geblek belum juga di pakai udah update lagi ga jelas nih aplikasi update terus!!!,-1,43932.96528
Untuk login aja loading nya lama bgt...,-1,43932.97014
WOW... MAKIN PARAH APLIKASINYA NJIIIRRRR....,-1,43932.97708
Setelah di update malah susah login nya. Minta update terus kesel. Nnti daftar ulang lagi nomor bpjs nya. tidak rekomen lagi deh,-1,43932.98264
Tim IT nya gimana sih? Kenapa tiap dibuka syaratnya harus update dulu? Harusnya seperti aplikasi lain  tetap bisa digunakan  begitu ingin menambah fitur atau penyempurnaan tinggal update (optional),-1,43932.98333
Bukan tambah mudah malah smakin susah... Bukan begini caranya melayani masyarakat  yang paham ITE saja dibikin susah apalagi masyarakat awam. pakai kuota & WiFi jawabannya slalu sama slalu terputus saat verifikasi kontak & email padahal smua serba baru.. Tolong dong perbaiki.. šŸ¤Æ,-1,43932.98472
Ga bisa masuk dan tidak bisa daftar gmn si,-1,43932.98819
Update... Update....capeeek dehšŸ¤¦šŸ¸»šŸ˜¸,-1,43932.98889
Saya sudah membayar iuran tanggal 03 oktober 2020 tetapi masih ada tagihan saya yang bilan oktober  tolong di perbaiki,-1,43932.98889
Sangat membantu,1,43932.99097
Hadeh stres aplikasi dri pemerintah kok cacat  eror terus,-1,43932.99236
Aplikasi perlu diperbaiki biar ketika ada perubahan cepat dilakukan. Data yang ada di aplikasi dengan data yang diinputkan lewat web petugas berbeda.,-1,43932.99236
"Aplikasi apaan ini.giliran login suruh daftar. Giliran daftar akun, katanya nomor peserta sudah trdaftar dan dsuruh login. Muter"" doang kagak jelas!!!!!!",-1,43932.99792
Kenapa ya eror terus padahal koneksi sinyal bagus selalu aja ada tulisan transaksi anda belum selesai tolong di perbaiki lagi ya,-1,43932.99931
Setiap buka update  s?Øtiap hari buka setiap hari update,-1,43962.00417
ini apa lgii setiap buka kok update mulu,-1,43962.00556
Aplikasi yang sangat memudahkan?¯¤,1,43962.00556
Ini tidak ada yang mesti di perbaharui kenapa harus ada pembaharuan,-1,43962.00833
Sial sial payah susah mau masuk ke aplikasi jkn selalau ggagal,-1,43962.01319
Pelayanan baik,1,43962.01458
update lagi update lagi sering bngt suruh update baru 2 hari yang lalu di update sekarang suruh update lg,-1,43962.02292
Apllikasi bojs cukup bagus,1,43962.02361
Bermanfaat,1,43962.025
Ok,1,43962.03333
Bagus,1,43962.03472
Bagus,1,43962.03472
Kalau membantu saya tambah 4 bintang lagi,-1,43962.03819
šŸ‘¨,1,43962.04028
Makin kacau nih aplikasi. Semakin di update harusnya tambah bagus ini malah kebalik. Tambah amburadul lemot,1,43962.04167
Ko sekarang jadi makin ribet tiap kali mau buka aplikasinya suruh update dlu..gimana si ini aplikasi masa tiap x mau buka bgtu terus..,-1,43962.04375
Di update malah tidak bisa di buka.. Remuk,-1,43962.04375
G bisa daftar,-1,43962.04722
Aplikasi lemot  saat close dan mau masuk pendaftaran juga tidak bisa saat pemasukan nomor hp ke debit pembayaran tidak segera ada konfirmasi,-1,43962.05139
Oke..šŸ‘¨šŸ‘¨šŸ‘¨,1,43962.05139
Udah daftar nunggu kode verfksi udah dapet kode nya di masukin malah tetep tidak bisa masuk  pulsa abis kepotong cuma buat sms woyy,-1,43962.05486
Tolong dong aplikasi nya di tingkatin lagi masa tiap mau masuk aplikasi harus update versi terus capek deh,-1,43962.06042
"""transaksi gagal, Silahkan dicoba sesaat lagi"" Sampe jedeg saya gini terooossss bantu lah percepat buatnya Hah!",-1,43962.06042
terlalu sering nyuruh di perbarui  padahal br di perbaruišŸ™,-1,43962.06042
Tidak berguna sama sekalii,-1,43962.06458
Kontolllll tiap mau buka kode verivksi di gmail mlh ilng teruss anjing. Ssh amat bpjs ini kmpng,-1,43962.06597
"Aplikasi minta diupdate, setelah diupdate pas buka terdapat notice ""transaksi tidak dapat diproses"" dan data saya dan keluarga tidak muncul di menu ubah data peserta, padahal mau pindah faskes karena pindah tugas ke jkt tahun depan..šŸ‘?",-1,43962.06597
Tidak membantu  lieur!!,-1,43962.06597
Lemoot banget bikin emosii buat buka loading mulu terus gagal kan ngeseliinnn,-1,43962.06806
Sungguh terlalu Updeat terus suhu,-1,43962.06875
katanya tgl 4 november jam 9 dapat di gunakan tapi nyatanya hoax  payah,-1,43962.06875
Aplikasi ini merepotkan,-1,43962.06875
Luar biasa,1,43962.07014
Habis di update malah eror capcha nya  nda jelassssssssšŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?šŸ‘?,-1,43962.07153
Bentar bentar update mulu ribet,-1,43962.07153
Taek sisssssss,-1,43962.07153
Baru download minta update.. Aplikasi Gembel.. Sue,-1,43962.075
Susah masuk,-1,43962.07569
Minta update mulu tiap buka,-1,43962.07569
Aplikasi sampah!!!! Gimana mau maju indonesia ini  disuruh semua pakai aplikasi tapi system tidak mendukung .. Intinya tidak konsisten antara rencana dan kenyataan !!!!!!!!,-1,43962.07708
